gene.names	cluster
ENSMUSG00000053877	Srcap	1
ENSMUSG00000081232	Gm14373	1
ENSMUSG00000097592	4930500F10Rik	1
ENSMUSG00000103707	Pcdha6	1
ENSMUSG00000036902	Neto2	1
ENSMUSG00000026455	Klhl12	1
ENSMUSG00000066647	Gm5113	1
ENSMUSG00000039178	Tbc1d19	1
ENSMUSG00000066842	Hmcn1	1
ENSMUSG00000029203	Ube2k	1
ENSMUSG00000048154	Kmt2d	1
ENSMUSG00000023961	Enpp4	1
ENSMUSG00000022013	Dnajc15	1
ENSMUSG00000030058	Copg1	1
ENSMUSG00000040596	Pogk	1
ENSMUSG00000044252	Osbpl1a	1
ENSMUSG00000027006	Dnajc10	1
ENSMUSG00000016200	Syt14	1
ENSMUSG00000034377	Tulp4	1
ENSMUSG00000027955	Gask1b	1
ENSMUSG00000097078	NA	1
ENSMUSG00000042473	Tbc1d8b	1
ENSMUSG00000105201	Gm43362	1
ENSMUSG00000036792	Mbd5	1
ENSMUSG00000024019	Cmtr1	1
ENSMUSG00000020100	Slc29a3	1
ENSMUSG00000025058	Tasl	1
ENSMUSG00000063410	Stk24	1
ENSMUSG00000034751	Mast4	1
ENSMUSG00000022957	Itsn1	1
ENSMUSG00000018750	Zbtb4	1
ENSMUSG00000038290	Smg6	1
ENSMUSG00000035189	Ano4	1
ENSMUSG00000038506	Dcun1d2	1
ENSMUSG00000027010	Slc25a12	1
ENSMUSG00000071493	NA	1
ENSMUSG00000019124	Scrn1	1
ENSMUSG00000039318	Rab3gap2	1
ENSMUSG00000073565	Prr16	1
ENSMUSG00000105403	Gm43618	1
ENSMUSG00000050199	Lgr4	1
ENSMUSG00000102555	6430511E19Rik	1
ENSMUSG00000105093	Gm17815	1
ENSMUSG00000024228	Nudt12	1
ENSMUSG00000015882	Lcorl	1
ENSMUSG00000051037	Zfp455	1
ENSMUSG00000001833	Septin7	1
ENSMUSG00000060181	Slc35e3	1
ENSMUSG00000052684	Jun	1
ENSMUSG00000079710	Dynlt2a2	1
ENSMUSG00000018363	Smurf2	1
ENSMUSG00000032336	Nptn	1
ENSMUSG00000027499	Pkia	1
ENSMUSG00000040928	S100pbp	1
ENSMUSG00000022456	Septin3	1
ENSMUSG00000030000	Add2	1
ENSMUSG00000048379	Socs4	1
ENSMUSG00000023829	Slc22a1	1
ENSMUSG00000028385	Snx30	1
ENSMUSG00000054387	Mdm4	1
ENSMUSG00000033732	Sf3b3	1
ENSMUSG00000046807	Lrrc75b	1
ENSMUSG00000032932	Hspa13	1
ENSMUSG00000049044	Rapgef4	1
ENSMUSG00000048720	Tbc1d12	1
ENSMUSG00000055134	9130017K11Rik	1
ENSMUSG00000026889	Rbm18	1
ENSMUSG00000102324	Gm19721	1
ENSMUSG00000018199	Ro60	1
ENSMUSG00000111844	Gm47097	1
ENSMUSG00000032356	Rasgrf1	1
ENSMUSG00000048216	Gpr85	1
ENSMUSG00000035150	Eif2s3x	1
ENSMUSG00000028341	Nr4a3	1
ENSMUSG00000026977	Marchf7	1
ENSMUSG00000107306	Gm42577	1
ENSMUSG00000028136	Snx27	1
ENSMUSG00000054453	Sytl5	1
ENSMUSG00000024480	Ap3s1	1
ENSMUSG00000035864	Syt1	1
ENSMUSG00000053838	Nudcd3	1
ENSMUSG00000038141	Tmem181a	1
ENSMUSG00000047875	Gpr157	1
ENSMUSG00000097919	Gm27021	1
ENSMUSG00000020887	A230052G05Rik	1
ENSMUSG00000027709	Mccc1	1
ENSMUSG00000004231	Pax2	1
ENSMUSG00000030754	Copb1	1
ENSMUSG00000116812	Gm2792	1
ENSMUSG00000023235	Ccl25	1
ENSMUSG00000037172	Dennd11	1
ENSMUSG00000029442	Cfap251	1
ENSMUSG00000015002	Efr3a	1
ENSMUSG00000032413	Rasa2	1
ENSMUSG00000039646	Vasn	1
ENSMUSG00000112743	Gm49358	1
ENSMUSG00000040372	Gpr63	1
ENSMUSG00000030541	Idh2	2
ENSMUSG00000031392	Irak1	2
ENSMUSG00000038900	Rpl12	2
ENSMUSG00000006333	Rps9	2
ENSMUSG00000024454	Hdac3	2
ENSMUSG00000036138	Acaa1a	2
ENSMUSG00000000902	Smarcb1	2
ENSMUSG00000018761	Mpdu1	2
ENSMUSG00000032518	Rpsa	2
ENSMUSG00000046364	Rpl27a	2
ENSMUSG00000115632	Gm17922	2
ENSMUSG00000029614	Rpl6	2
ENSMUSG00000008682	Rpl10	2
ENSMUSG00000024844	Banf1	2
ENSMUSG00000097428	AW047730	2
ENSMUSG00000109031	Gm45201	2
ENSMUSG00000029723	Tsc22d4	2
ENSMUSG00000074129	Rpl13a	2
ENSMUSG00000002233	Rhoc	2
ENSMUSG00000003970	Rpl8	2
ENSMUSG00000006095	Tbcb	2
ENSMUSG00000018567	Gabarap	2
ENSMUSG00000019054	Fis1	2
ENSMUSG00000021495	Fam193b	2
ENSMUSG00000022681	Ntan1	2
ENSMUSG00000026201	Stk16	2
ENSMUSG00000026701	Prdx6	2
ENSMUSG00000029048	Rer1	2
ENSMUSG00000030744	Rps3	2
ENSMUSG00000044533	Rps2	2
ENSMUSG00000047675	Rps8	2
ENSMUSG00000060126	Tpt1	2
ENSMUSG00000063457	Rps15	2
ENSMUSG00000038274	Fau	2
ENSMUSG00000030428	Ttyh1	2
ENSMUSG00000041841	Rpl37	2
ENSMUSG00000002014	Ssr4	2
ENSMUSG00000000740	Rpl13	2
ENSMUSG00000003429	Rps11	2
ENSMUSG00000034165	Ccnd3	2
ENSMUSG00000041453	Rpl21	2
ENSMUSG00000049517	Rps23	2
ENSMUSG00000030890	Ilk	2
ENSMUSG00000032562	Gnai2	2
ENSMUSG00000061477	Rps7	2
ENSMUSG00000060803	Gstp1	2
ENSMUSG00000047215	Rpl9	2
ENSMUSG00000025794	Rpl14	2
ENSMUSG00000034566	Atp5pd	2
ENSMUSG00000052146	Rps10	2
ENSMUSG00000020372	Rack1	2
ENSMUSG00000060036	Rpl3	2
ENSMUSG00000020591	Ntsr2	2
ENSMUSG00000037493	Cib2	2
ENSMUSG00000031320	Rps4x	2
ENSMUSG00000067274	Rplp0	2
ENSMUSG00000020843	Timm22	2
ENSMUSG00000028949	Smarcd3	2
ENSMUSG00000050708	Ftl1	2
ENSMUSG00000015149	Sirt2	2
ENSMUSG00000030714	Sgf29	2
ENSMUSG00000079018	Ly6c1	2
ENSMUSG00000000530	Acvrl1	2
ENSMUSG00000028081	Rps3a1	2
ENSMUSG00000030432	Rpl28	2
ENSMUSG00000092607	Scnm1	2
ENSMUSG00000004530	Coro1c	2
ENSMUSG00000043716	Rpl7	2
ENSMUSG00000061787	Rps17	2
ENSMUSG00000073702	Rpl31	2
ENSMUSG00000008668	Rps18	2
ENSMUSG00000014313	Cox6c	2
ENSMUSG00000020460	Rps27a	2
ENSMUSG00000062647	Rpl7a	2
ENSMUSG00000020803	Txndc17	2
ENSMUSG00000061983	Rps12	2
ENSMUSG00000045503	Sys1	2
ENSMUSG00000007892	Rplp1	2
ENSMUSG00000031059	Ndufb11	2
ENSMUSG00000025132	Arhgdia	2
ENSMUSG00000025781	Atp5f1c	2
ENSMUSG00000036398	Ppp1r11	2
ENSMUSG00000025508	Rplp2	2
ENSMUSG00000023191	P3h3	2
ENSMUSG00000042745	Id1	2
ENSMUSG00000028495	Rps6	2
ENSMUSG00000035595	Fam174c	2
ENSMUSG00000059291	Rpl11	2
ENSMUSG00000002379	Ndufa11	2
ENSMUSG00000017778	Cox7c	2
ENSMUSG00000033152	Podxl2	2
ENSMUSG00000018286	Psmb6	2
ENSMUSG00000027333	Smox	2
ENSMUSG00000024325	Ring1	2
ENSMUSG00000067713	Prkag1	2
ENSMUSG00000009555	Cdk9	2
ENSMUSG00000020873	Slc35b1	2
ENSMUSG00000024608	Rps14	2
ENSMUSG00000025290	Rps24	2
ENSMUSG00000028837	Psmb2	2
ENSMUSG00000033938	Ndufb7	2
ENSMUSG00000048758	Rpl29	2
ENSMUSG00000060938	Rpl26	2
ENSMUSG00000075706	Gpx4	2
ENSMUSG00000040952	Rps19	2
ENSMUSG00000037364	Srrt	2
ENSMUSG00000025733	Rhot2	2
ENSMUSG00000002372	Ranbp3	2
ENSMUSG00000023036	Pcdhgc4	2
ENSMUSG00000019804	Snx3	2
ENSMUSG00000057863	Rpl36	2
ENSMUSG00000027474	Ccm2l	2
ENSMUSG00000019039	Dalrd3	2
ENSMUSG00000071415	Rpl23	2
ENSMUSG00000090841	Myl6	2
ENSMUSG00000002395	Use1	2
ENSMUSG00000031158	Timm17b	2
ENSMUSG00000060636	Rpl35a	2
ENSMUSG00000028776	Tinagl1	2
ENSMUSG00000030401	Rtn2	2
ENSMUSG00000015092	Edf1	2
ENSMUSG00000022194	Pabpn1	2
ENSMUSG00000022982	Sod1	2
ENSMUSG00000074649	Mmp24os1	2
ENSMUSG00000017404	Rpl19	2
ENSMUSG00000040048	Ndufb10	2
ENSMUSG00000017221	Psmd3	2
ENSMUSG00000020358	Hnrnpab	2
ENSMUSG00000033128	Gga1	2
ENSMUSG00000041697	Cox6a1	2
ENSMUSG00000059534	Uqcr10	2
ENSMUSG00000037805	Rpl10a	2
ENSMUSG00000098274	Rpl24	2
ENSMUSG00000033099	Nol12	2
ENSMUSG00000041959	S100a10	2
ENSMUSG00000071644	Eef1g	2
ENSMUSG00000030413	Pglyrp1	2
ENSMUSG00000033862	Cdk10	2
ENSMUSG00000035530	Eif1	2
ENSMUSG00000018446	C1qbp	2
ENSMUSG00000025204	Ndufb8	2
ENSMUSG00000030035	Wbp1	2
ENSMUSG00000005625	Psmd4	2
ENSMUSG00000028959	Fastk	2
ENSMUSG00000040759	Cmtm5	2
ENSMUSG00000031818	Cox4i1	2
ENSMUSG00000074656	Eif2s2	2
ENSMUSG00000028234	Rps20	2
ENSMUSG00000026385	Dbi	2
ENSMUSG00000058546	Rpl23a	2
ENSMUSG00000102865	Gm9839	2
ENSMUSG00000062867	Impdh2	2
ENSMUSG00000028455	Stoml2	2
ENSMUSG00000050608	Micos10	2
ENSMUSG00000063882	Uqcrh	2
ENSMUSG00000075590	Nrbp2	2
ENSMUSG00000019254	Ppp1r12c	2
ENSMUSG00000051695	Pcbp1	2
ENSMUSG00000015776	Med22	2
ENSMUSG00000022956	Atp5po	2
ENSMUSG00000004937	Sgta	2
ENSMUSG00000028691	Prdx1	2
ENSMUSG00000002625	Akap8l	2
ENSMUSG00000028138	Adh5	2
ENSMUSG00000037563	Rps16	2
ENSMUSG00000037710	Cisd1	2
ENSMUSG00000056629	Fkbp2	2
ENSMUSG00000058600	Rpl30	2
ENSMUSG00000022769	Sdf2l1	2
ENSMUSG00000062762	Ei24	2
ENSMUSG00000027488	Snta1	2
ENSMUSG00000078681	Tm2d3	2
ENSMUSG00000028416	Bag1	2
ENSMUSG00000022890	Atp5pf	2
ENSMUSG00000027327	Adissp	2
ENSMUSG00000067925	Rtl8a	2
ENSMUSG00000014769	Psmb1	2
ENSMUSG00000066607	Insyn1	2
ENSMUSG00000001289	Pfdn5	2
ENSMUSG00000002010	Idh3g	2
ENSMUSG00000009863	Sdhb	2
ENSMUSG00000030062	Rpn1	2
ENSMUSG00000058135	Gstm1	2
ENSMUSG00000073676	Hspe1	2
ENSMUSG00000079197	Psme2	2
ENSMUSG00000020922	Lsm12	2
ENSMUSG00000039615	Stub1	2
ENSMUSG00000067924	Rtl8b	2
ENSMUSG00000047459	Dynlrb1	2
ENSMUSG00000032291	Crabp1	2
ENSMUSG00000057841	Rpl32	2
ENSMUSG00000042747	Krtcap2	2
ENSMUSG00000037742	Eef1a1	2
ENSMUSG00000022211	Carmil3	2
ENSMUSG00000020857	Nme2	2
ENSMUSG00000022354	Ndufb9	2
ENSMUSG00000068328	Aup1	2
ENSMUSG00000019179	Mdh2	2
ENSMUSG00000042712	Tceal9	2
ENSMUSG00000035215	Lsm7	2
ENSMUSG00000071655	Ubxn1	2
ENSMUSG00000045007	Tubg2	2
ENSMUSG00000033379	Atp6v0b	2
ENSMUSG00000021102	Glrx5	2
ENSMUSG00000115837	9130002K18Rik	2
ENSMUSG00000020514	Mrpl22	2
ENSMUSG00000025283	Sat1	2
ENSMUSG00000061315	Naca	2
ENSMUSG00000022452	Smdt1	2
ENSMUSG00000009291	Pttg1ip	2
ENSMUSG00000069744	Psmb3	2
ENSMUSG00000034875	Nudt19	2
ENSMUSG00000003184	Irf3	2
ENSMUSG00000006575	Rundc3a	2
ENSMUSG00000019362	D8Ertd738e	2
ENSMUSG00000022561	Gpaa1	2
ENSMUSG00000025413	Ttc4	2
ENSMUSG00000029071	Dvl1	2
ENSMUSG00000073435	Nme3	2
ENSMUSG00000075602	Ly6a	2
ENSMUSG00000028445	Enho	2
ENSMUSG00000053565	Eif3k	2
ENSMUSG00000096947	NA	2
ENSMUSG00000074264	Amy1	2
ENSMUSG00000026860	Sh3glb2	2
ENSMUSG00000109324	Prmt1	2
ENSMUSG00000115987	Vps28	2
ENSMUSG00000021486	Prelid1	2
ENSMUSG00000030603	Psmc4	2
ENSMUSG00000026755	Arpc5l	2
ENSMUSG00000066839	Ecsit	2
ENSMUSG00000046432	Bex3	2
ENSMUSG00000063235	Ptpmt1	2
ENSMUSG00000004626	Stxbp2	2
ENSMUSG00000021660	Btf3	2
ENSMUSG00000045128	Rpl18a	2
ENSMUSG00000064264	Zfp428	2
ENSMUSG00000020733	Nherf1	2
ENSMUSG00000021493	Pdlim7	2
ENSMUSG00000004849	Ap1s1	2
ENSMUSG00000025137	Pcyt2	2
ENSMUSG00000039356	Exosc2	2
ENSMUSG00000041571	Selenow	2
ENSMUSG00000015671	Psma2	2
ENSMUSG00000003581	Rnf215	2
ENSMUSG00000045349	Sh2d5	2
ENSMUSG00000032353	Tmed3	2
ENSMUSG00000035885	Cox8a	2
ENSMUSG00000068290	Ddrgk1	2
ENSMUSG00000027944	Hax1	2
ENSMUSG00000004895	Prcc	2
ENSMUSG00000032959	Pebp1	2
ENSMUSG00000116165	Pdxp	2
ENSMUSG00000028062	Lamtor2	2
ENSMUSG00000028648	Ndufs5	2
ENSMUSG00000031848	Lsm4	2
ENSMUSG00000051256	Jagn1	2
ENSMUSG00000031776	Arl2bp	2
ENSMUSG00000059070	Rpl18	2
ENSMUSG00000006315	Tmem147	2
ENSMUSG00000016252	Atp5f1e	2
ENSMUSG00000029404	Arl6ip4	2
ENSMUSG00000037772	Mrpl23	2
ENSMUSG00000050075	Gpr171	2
ENSMUSG00000109481	Gm45130	2
ENSMUSG00000036241	Ube2r2	2
ENSMUSG00000021124	Vti1b	2
ENSMUSG00000026927	Entr1	2
ENSMUSG00000021868	Ppif	2
ENSMUSG00000005674	Tomm40l	2
ENSMUSG00000063316	Rpl27	2
ENSMUSG00000020267	Hint1	2
ENSMUSG00000021018	Polr2h	2
ENSMUSG00000027447	Cst3	2
ENSMUSG00000029649	Pomp	2
ENSMUSG00000063856	Gpx1	2
ENSMUSG00000024099	Ndufv2	2
ENSMUSG00000004846	Plod3	2
ENSMUSG00000020739	Nup85	2
ENSMUSG00000036873	2410004B18Rik	2
ENSMUSG00000093989	Rnasek	2
ENSMUSG00000022312	Eif3h	2
ENSMUSG00000030284	Creld1	2
ENSMUSG00000024516	Sec11c	2
ENSMUSG00000029310	Nudt9	2
ENSMUSG00000024193	Phf1	2
ENSMUSG00000036905	C1qb	2
ENSMUSG00000019782	Rwdd1	2
ENSMUSG00000031505	Naxd	2
ENSMUSG00000032383	Ppib	2
ENSMUSG00000078695	Cisd3	2
ENSMUSG00000054428	Atp5if1	2
ENSMUSG00000058239	Usf2	2
ENSMUSG00000041354	Rgl2	2
ENSMUSG00000025503	Taldo1	2
ENSMUSG00000031149	Praf2	2
ENSMUSG00000030815	Phkg2	2
ENSMUSG00000005779	Psmb4	2
ENSMUSG00000026873	Phf19	2
ENSMUSG00000017724	Etv4	2
ENSMUSG00000027533	Fabp5	2
ENSMUSG00000023175	Bsg	2
ENSMUSG00000036555	Iqce	2
ENSMUSG00000053398	Phgdh	2
ENSMUSG00000018858	Mrpl58	2
ENSMUSG00000021916	Glt8d1	2
ENSMUSG00000070637	Srarp	2
ENSMUSG00000026239	Pde6d	2
ENSMUSG00000020282	Rhbdf1	2
ENSMUSG00000018559	Ctdnep1	2
ENSMUSG00000022658	Tagln3	2
ENSMUSG00000036114	Rpp25l	2
ENSMUSG00000030701	Plekhb1	2
ENSMUSG00000031458	Coprs	2
ENSMUSG00000032399	Rpl4	2
ENSMUSG00000008892	Vdac3	2
ENSMUSG00000042541	Sem1	2
ENSMUSG00000003072	Atp5f1d	2
ENSMUSG00000062328	Rpl17	2
ENSMUSG00000052738	Suclg1	2
ENSMUSG00000039640	Mrpl12	2
ENSMUSG00000090733	Rps27	2
ENSMUSG00000020496	Rnf187	2
ENSMUSG00000041777	Cir1	2
ENSMUSG00000041355	Ssr2	2
ENSMUSG00000074364	Ehd2	2
ENSMUSG00000090137	Uba52	2
ENSMUSG00000031157	Pqbp1	2
ENSMUSG00000067288	Rps28	2
ENSMUSG00000028333	Anp32b	2
ENSMUSG00000059498	Fcgr3	2
ENSMUSG00000051255	Gm6563	2
ENSMUSG00000020163	Uqcr11	2
ENSMUSG00000079418	Atg4a	2
ENSMUSG00000015714	Cers2	2
ENSMUSG00000060216	Arrb2	2
ENSMUSG00000045136	Tubb2b	2
ENSMUSG00000025409	Mbd6	2
ENSMUSG00000038690	Atp5mf	2
ENSMUSG00000020022	Ndufa12	2
ENSMUSG00000062006	Rpl34	2
ENSMUSG00000020307	Cdc34	2
ENSMUSG00000042729	Wdr74	2
ENSMUSG00000024661	Fth1	2
ENSMUSG00000008958	Vps72	2
ENSMUSG00000035824	Tk2	2
ENSMUSG00000020537	Drg2	2
ENSMUSG00000051510	Mafg	2
ENSMUSG00000000088	Cox5a	2
ENSMUSG00000028911	Srsf4	2
ENSMUSG00000030045	Mrpl19	2
ENSMUSG00000038717	Atp5mg	2
ENSMUSG00000023170	Gps2	2
ENSMUSG00000070394	Tmem256	2
ENSMUSG00000017734	Dbndd2	2
ENSMUSG00000070953	Rabepk	2
ENSMUSG00000029059	Prxl2b	2
ENSMUSG00000028639	Ybx1	2
ENSMUSG00000055839	Elob	2
ENSMUSG00000029559	2210016L21Rik	2
ENSMUSG00000028851	Nudc	2
ENSMUSG00000001100	Poldip2	2
ENSMUSG00000047843	Bri3	2
ENSMUSG00000016503	Gtf3a	2
ENSMUSG00000009687	Fxyd5	2
ENSMUSG00000027953	Slc50a1	2
ENSMUSG00000046516	Cox17	2
ENSMUSG00000002728	Naa20	2
ENSMUSG00000036199	Ndufa13	2
ENSMUSG00000042750	Bex2	2
ENSMUSG00000006731	B4galnt1	2
ENSMUSG00000026176	Ctdsp1	2
ENSMUSG00000013822	Elof1	2
ENSMUSG00000055762	Eef1d	2
ENSMUSG00000050705	2310061I04Rik	2
ENSMUSG00000033845	Mrpl15	2
ENSMUSG00000022559	Fbxl6	2
ENSMUSG00000006412	Pfdn2	2
ENSMUSG00000003528	Slc25a1	2
ENSMUSG00000018040	Rrp7a	2
ENSMUSG00000031950	Gabarapl2	2
ENSMUSG00000041607	Mbp	2
ENSMUSG00000002504	Nherf2	2
ENSMUSG00000026269	Rnpepl1	2
ENSMUSG00000078794	Dact3	2
ENSMUSG00000027562	Car2	2
ENSMUSG00000024012	Mtch1	2
ENSMUSG00000024038	Ndufv3	2
ENSMUSG00000031760	Mt3	2
ENSMUSG00000020708	Psmc5	2
ENSMUSG00000073433	Arhgdig	2
ENSMUSG00000026796	Niban2	2
ENSMUSG00000062997	Rpl35	2
ENSMUSG00000053332	Gas5	2
ENSMUSG00000036896	C1qc	2
ENSMUSG00000020284	Cfap410	2
ENSMUSG00000030630	Fah	2
ENSMUSG00000026238	Ptma	2
ENSMUSG00000113902	Ndufb1	2
ENSMUSG00000056851	Pcbp2	2
ENSMUSG00000024096	Ralbp1	2
ENSMUSG00000025145	Lrrc45	2
ENSMUSG00000004902	Slc25a18	2
ENSMUSG00000034424	Gcsh	2
ENSMUSG00000037601	Nme1	2
ENSMUSG00000018599	Mief2	2
ENSMUSG00000063480	Snu13	2
ENSMUSG00000038845	Phb1	2
ENSMUSG00000027602	Map1lc3a	2
ENSMUSG00000049422	Chchd10	2
ENSMUSG00000029713	Gnb2	2
ENSMUSG00000008036	Ap2s1	2
ENSMUSG00000021040	Slirp	2
ENSMUSG00000045996	Polr2k	2
ENSMUSG00000039257	Vstm2b	2
ENSMUSG00000059518	Znhit1	2
ENSMUSG00000020571	Pdia6	2
ENSMUSG00000044894	Uqcrq	2
ENSMUSG00000054452	Tle5	2
ENSMUSG00000021606	Ndufs6	2
ENSMUSG00000027679	Dnajc19	2
ENSMUSG00000033475	Tomm6	2
ENSMUSG00000009927	Rps25	2
ENSMUSG00000042043	Tbca	2
ENSMUSG00000021464	Ror2	2
ENSMUSG00000028821	Syf2	2
ENSMUSG00000006299	Aamp	2
ENSMUSG00000078656	Vps25	2
ENSMUSG00000031799	Tpm4	2
ENSMUSG00000078812	Eif5a	2
ENSMUSG00000000378	Ccm2	2
ENSMUSG00000022552	Sharpin	2
ENSMUSG00000050856	Atp5me	2
ENSMUSG00000001240	Ramp2	2
ENSMUSG00000039661	Dusp26	2
ENSMUSG00000015013	Trappc2l	2
ENSMUSG00000036751	Cox6b1	2
ENSMUSG00000018677	Slc25a39	2
ENSMUSG00000064246	Chi3l1	2
ENSMUSG00000001520	Nrip2	2
ENSMUSG00000007659	Bcl2l1	2
ENSMUSG00000109378	Gm49396	2
ENSMUSG00000059361	Nrsn2	2
ENSMUSG00000030298	Sec13	2
ENSMUSG00000028603	Scp2	2
ENSMUSG00000061032	Rrp1	2
ENSMUSG00000030120	Mlf2	2
ENSMUSG00000032239	Rp9	2
ENSMUSG00000055302	Mrfap1	2
ENSMUSG00000021290	Atp5mj	2
ENSMUSG00000059734	Ndufs8	2
ENSMUSG00000079003	Samd1	2
ENSMUSG00000052456	Get3	2
ENSMUSG00000028843	Sh3bgrl3	2
ENSMUSG00000030842	Lamtor1	2
ENSMUSG00000034744	Nagk	2
ENSMUSG00000036352	Ubac1	2
ENSMUSG00000022203	Efs	2
ENSMUSG00000006941	Eif1b	2
ENSMUSG00000020098	Pcbd1	2
ENSMUSG00000033940	Brk1	2
ENSMUSG00000002778	Kdelr1	2
ENSMUSG00000015094	Npdc1	2
ENSMUSG00000015126	Tsr3	2
ENSMUSG00000018293	Pfn1	2
ENSMUSG00000079111	Kdelr2	2
ENSMUSG00000083380	Ndufb4c	2
ENSMUSG00000030330	Ing4	2
ENSMUSG00000060675	Plaat3	2
ENSMUSG00000107927	Gm44090	2
ENSMUSG00000027597	Ahcy	2
ENSMUSG00000025509	Pnpla2	2
ENSMUSG00000005262	Ufd1	2
ENSMUSG00000002635	Pdcd2l	2
ENSMUSG00000044328	Trp53i13	2
ENSMUSG00000034412	Tbc1d10a	2
ENSMUSG00000005881	Ergic3	2
ENSMUSG00000021716	Srek1ip1	2
ENSMUSG00000041130	Zfp598	2
ENSMUSG00000046160	Olig1	2
ENSMUSG00000038539	Atf5	2
ENSMUSG00000044709	Gemin7	2
ENSMUSG00000060860	Ube2s	2
ENSMUSG00000039830	Olig2	2
ENSMUSG00000031154	Otud5	2
ENSMUSG00000032171	Pin1	2
ENSMUSG00000024953	Prdx5	2
ENSMUSG00000028692	Akr1a1	2
ENSMUSG00000098134	Rnf113a2	2
ENSMUSG00000026511	Srp9	2
ENSMUSG00000005161	Prdx2	2
ENSMUSG00000023106	Denr	2
ENSMUSG00000024248	Cox7a2l	2
ENSMUSG00000019738	Polr2i	2
ENSMUSG00000024039	Cbs	2
ENSMUSG00000019428	Fkbp8	2
ENSMUSG00000030869	Ndufab1	2
ENSMUSG00000008301	Phax	2
ENSMUSG00000005575	Ube2m	2
ENSMUSG00000057963	Itpk1	2
ENSMUSG00000032301	Psma4	2
ENSMUSG00000012848	Rps5	2
ENSMUSG00000032060	Cryab	2
ENSMUSG00000072692	Rpl37rt	2
ENSMUSG00000020424	Castor1	2
ENSMUSG00000020932	Gfap	2
ENSMUSG00000075467	Dnlz	2
ENSMUSG00000022476	Polr3h	2
ENSMUSG00000020167	Tcf3	2
ENSMUSG00000024792	Zfpl1	2
ENSMUSG00000013698	Pea15a	2
ENSMUSG00000003873	Bax	2
ENSMUSG00000031060	Rbm10	2
ENSMUSG00000033916	Chmp2a	2
ENSMUSG00000035674	Ndufa3	2
ENSMUSG00000056612	Ppp1r14b	2
ENSMUSG00000079677	Fdx2	2
ENSMUSG00000022551	Cyc1	2
ENSMUSG00000064370	mt-Cytb	2
ENSMUSG00000026087	Mrpl30	2
ENSMUSG00000002580	Mien1	2
ENSMUSG00000035027	Map2k2	2
ENSMUSG00000040263	Klhdc4	2
ENSMUSG00000045176	Borcs6	2
ENSMUSG00000019579	Mydgf	2
ENSMUSG00000105519	E430021H15Rik	2
ENSMUSG00000021764	Ndufs4	2
ENSMUSG00000034789	Rab24	2
ENSMUSG00000036733	Rbm42	2
ENSMUSG00000024181	Mrpl28	2
ENSMUSG00000020847	Rph3al	2
ENSMUSG00000038055	Dexi	2
ENSMUSG00000008690	Ncaph2	2
ENSMUSG00000029632	Ndufa4	2
ENSMUSG00000044477	Zfand3	2
ENSMUSG00000019139	Isyna1	2
ENSMUSG00000023020	Cox14	2
ENSMUSG00000040940	Arhgef1	2
ENSMUSG00000039660	Spout1	2
ENSMUSG00000020869	Lrrc59	2
ENSMUSG00000044080	S100a1	2
ENSMUSG00000025487	Psmd13	2
ENSMUSG00000025138	Sirt7	2
ENSMUSG00000049760	Micos13	2
ENSMUSG00000040824	Snrpd2	2
ENSMUSG00000047649	Polr1g	2
ENSMUSG00000020484	Xbp1	2
ENSMUSG00000021772	Nkiras1	2
ENSMUSG00000025374	Nabp2	2
ENSMUSG00000019734	Tmc4	2
ENSMUSG00000051355	Commd1	2
ENSMUSG00000001158	Snrnp27	2
ENSMUSG00000041774	Ydjc	2
ENSMUSG00000004366	Sst	2
ENSMUSG00000062380	Tubb3	2
ENSMUSG00000072694	1500011B03Rik	2
ENSMUSG00000006728	Cdk4	2
ENSMUSG00000069804	Gm10277	2
ENSMUSG00000003380	Rabac1	2
ENSMUSG00000020451	Limk2	2
ENSMUSG00000057503	Or5b106	2
ENSMUSG00000025499	Hras	2
ENSMUSG00000037243	Zfp692	2
ENSMUSG00000022174	Dad1	2
ENSMUSG00000026457	Adipor1	2
ENSMUSG00000020018	Snrpf	2
ENSMUSG00000050357	Carmil2	2
ENSMUSG00000022474	Pmm1	2
ENSMUSG00000030272	Camk1	2
ENSMUSG00000018770	Atp5mc3	2
ENSMUSG00000024911	Fibp	2
ENSMUSG00000029440	Psmd9	2
ENSMUSG00000033335	Dnm2	2
ENSMUSG00000028857	Tmem222	2
ENSMUSG00000022160	Mettl3	2
ENSMUSG00000042073	Abhd14b	2
ENSMUSG00000058558	Rpl5	2
ENSMUSG00000022516	Nudt16l1	2
ENSMUSG00000084786	Ubl5	2
ENSMUSG00000013622	Atraid	2
ENSMUSG00000030678	Maz	2
ENSMUSG00000046330	Rpl37a	2
ENSMUSG00000020392	Cdkn2aipnl	2
ENSMUSG00000034932	Mrpl54	2
ENSMUSG00000033819	Ppp1r16a	2
ENSMUSG00000062981	Mrpl42	2
ENSMUSG00000021508	Cxcl14	2
ENSMUSG00000029484	Anxa3	2
ENSMUSG00000028964	Park7	2
ENSMUSG00000033307	Mif	2
ENSMUSG00000039001	Rps21	2
ENSMUSG00000003955	Fam162a	2
ENSMUSG00000004268	Emg1	2
ENSMUSG00000093674	Rpl41	2
ENSMUSG00000023089	Ndufa5	2
ENSMUSG00000029359	Tesc	2
ENSMUSG00000009549	Srp14	2
ENSMUSG00000033423	Eri3	2
ENSMUSG00000062963	Ufc1	2
