ensembl_gene_id,external_gene_name,entrezgene_id,chromosome_name,start_position,end_position,WT/WT_mean_expression,WT/FC_mean_expression,FC/FC_mean_expression,WT/VS_mean_expression,VS/VS_mean_expression,Agora_target,Cluster_ID
ENSMUSG00000063455,D630045J12Rik,330286,6,38100109,38230944,0.165366788312534,0.541971553635089,0.385353667527424,-0.739633459799053,-0.431919344774104,no,2
ENSMUSG00000063457,Rps15,20054,10,80128287,80129948,-0.131590500933867,-0.49554134570574,-0.640744422680875,0.779957627467567,0.54531640541117,no,1
ENSMUSG00000063480,Snu13,20826,15,81924726,81931799,-0.104861203613426,-0.378368074342209,-0.5035828074841,0.387623440972876,0.646303874315007,no,1
ENSMUSG00000063524,Eno1,13806,4,150321178,150333336,-0.193470018008642,-0.434464944836847,-0.451635035039779,0.831984984386982,0.356482114935102,no,1
ENSMUSG00000063550,Nup98,269966,7,101768605,101859383,0.0458637058590695,0.803945267601824,0.101131698403556,-0.373149607698292,-0.545193404593742,no,2
ENSMUSG00000063576,Klhdc3,71765,17,46985476,46991840,-0.13070545811235,-0.658851388008589,-0.253371967519914,0.87758502997087,0.20846859492017,no,1
ENSMUSG00000063626,Unc5d,210801,8,29136745,29709664,-0.0147392902180795,0.729165111305057,0.428033317161221,-0.927748008058235,-0.142892903250971,no,2
ENSMUSG00000063632,Sox11,20666,12,27384263,27392573,-0.228397969136142,0.485807724150022,-0.516965709569881,-0.186311554548186,0.657649962968583,no,1
ENSMUSG00000063663,Brwd3,382236,X,107780622,107877978,0.0906349610781596,0.569093131320036,0.565203968192184,-0.779712025539418,-0.465771828249605,no,2
ENSMUSG00000063694,Cycs,13063,6,50539543,50543518,-0.0839375018853265,-0.657324932814868,-0.325151762458056,0.518707595812359,0.555882650025304,no,1
ENSMUSG00000063760,Rnf217,268291,10,31369189,31485180,0.1227266092038,0.788612465035159,-0.0199615278892213,-0.284007340950985,-0.633697456882108,no,2
ENSMUSG00000063801,Ap3s2,11778,7,79525073,79570397,-0.102471509854065,1.03216813472304,0.236404245664586,-0.348384728411547,-0.65484849850434,no,2
ENSMUSG00000063810,Alms1,236266,6,85564513,85679735,0.13989317331064,0.124594202263785,0.707478434431306,-0.697655657491075,-0.368847182308967,no,2
ENSMUSG00000063856,Gpx1,14775,9,108216102,108217542,-0.257831630820009,-0.610567888994203,-0.371272639782211,0.987616537631946,0.39454868766315,no,1
ENSMUSG00000063870,Chd4,107932,6,125072944,125107554,0.40016255816548,0.426106558349407,0.180178249170502,-0.971500333485827,-0.299560070961062,no,2
ENSMUSG00000063882,Uqcrh,66576,4,115924162,115932268,-0.13481517131844,-0.398924075349517,-0.508100944598052,0.475840489023671,0.633867407785448,no,1
ENSMUSG00000063894,Zkscan8,93681,13,21697392,21715290,0.0420027786809925,0.425694982406916,0.472996255580335,-0.48602190327213,-0.450699615539612,no,2
ENSMUSG00000063902,Gm7964,NA,7,83405112,83406489,-0.115484252848601,-0.674197739947489,0.0701806210414117,0.725025879075757,0.0249055373195189,no,1
ENSMUSG00000064030,Pym1,78428,10,128583758,128602433,-0.0243317323993828,-0.631717674961283,-0.431551219295192,0.543829788770785,0.509376497604501,no,1
ENSMUSG00000064068,Mtx1,17827,3,89116388,89134395,-0.01897671390244,-0.69209312106287,-0.275221680354169,0.630490226183819,0.312359397807456,no,1
ENSMUSG00000064105,Cnnm2,94219,19,46750035,46868631,0.0919914778754593,0.48767985475645,0.288269352407434,-0.136020242743179,-0.760274062806449,no,2
ENSMUSG00000064115,Cadm2,239857,16,66452307,67417796,-0.0262444320094396,0.60646237788664,0.424047733913539,-0.516949615035227,-0.417094209257869,yes,2
ENSMUSG00000064127,Med14,26896,X,12541608,12628312,-0.0693663740312444,0.77655152726045,0.557864274469963,-0.554644891368403,-0.593667128535626,no,2
ENSMUSG00000064177,Ghrl,58991,6,113693080,113696841,0.0844800144697023,0.785691793617201,0.291060530705865,-0.732078989727775,-0.42703904378254,no,2
ENSMUSG00000064225,Paqr9,75552,9,95441710,95450076,0.0218732950487494,0.691765515608063,0.55761710971748,-0.76517309400394,-0.464840671356251,yes,2
ENSMUSG00000064246,Chi3l1,12654,1,134109914,134117919,0.0598263660970461,-0.397278369728319,-0.463474359285134,0.984925685735043,-0.261975628202055,no,1
ENSMUSG00000064264,Zfp428,232969,7,24206431,24215107,-0.0818678590223195,-0.638511452033734,-0.679657098110338,0.9742463627854,0.433981652978174,no,1
ENSMUSG00000064293,Cntn4,269784,6,105654621,106676271,-0.072063249202203,0.858938306116927,0.505885310823101,-0.66831683724746,-0.498817901412227,no,2
ENSMUSG00000064302,Clasp1,76707,1,118316788,118540408,0.128683722789622,0.820758611135292,0.33952210731409,-0.671945141146298,-0.645135541256819,no,2
ENSMUSG00000064307,Lrrc51,69358,7,101562191,101583102,-0.200213020329301,-0.681067701722262,-0.0632691162303772,0.574631584126753,0.463322377591891,no,1
ENSMUSG00000064325,Hhip,15245,8,80692480,80784635,0.0930837333520813,0.610353133762235,0.413173745326947,-0.424686650363026,-0.710874000945438,no,2
ENSMUSG00000064329,Scn1a,20265,2,66101122,66271184,0.117432395911847,0.871998951419752,0.519251387493399,-0.632623527970798,-0.891466924503104,no,2
ENSMUSG00000064341,mt-Nd1,17716,MT,2751,3707,-0.168528065514542,-0.599201293313825,-0.216142018139181,0.62517872666056,0.435155258333481,no,1
ENSMUSG00000064351,mt-Co1,17708,MT,5328,6872,-0.156279153059485,-0.548850550532152,-0.315487098342082,0.682963694499942,0.409124926350773,no,1
ENSMUSG00000064370,mt-Cytb,17711,MT,14145,15288,-0.16916422371936,-0.515852949350178,-0.323471207111768,0.487441762867454,0.604932039324331,no,1
ENSMUSG00000064437,Snord49b,NA,11,62493905,62493976,-0.120291909483425,1.13362934141373,-0.374688316933846,-0.339438192072248,-0.114522879026955,no,2
ENSMUSG00000064585,Gm25129,115489591,2,158221454,158221586,0.447018168865686,-0.524422604207204,-0.205999411518769,0.184606055231417,-0.280167718704066,no,1
ENSMUSG00000065548,Mir29c,387224,1,194719855,194719942,-0.416853313431943,0.925834734163273,-0.156307704379139,0.0310981504258159,0.0060210128098354,no,2
ENSMUSG00000065990,Aurkaip1,66077,4,155915729,155917587,-0.195864433544564,-0.593418573744638,-0.326397485964303,0.785677343166759,0.427449927432938,no,1
ENSMUSG00000066036,Ubr4,69116,4,139079920,139216899,0.187504834497699,0.465021904300696,0.369197205026345,-0.65589501468709,-0.467705729652622,no,2
ENSMUSG00000066037,Hnrnpr,74326,4,136038253,136086758,0.260714433637967,0.33681438570693,0.487541287590533,-0.831815367145437,-0.420722699542878,no,2
ENSMUSG00000066232,Ipo7,233726,7,109617481,109655816,-0.0106250268723836,0.727727948637389,0.357793961514086,-0.468828143989712,-0.537455973415241,no,2
ENSMUSG00000066306,Numa1,101706,7,101583318,101664171,0.267252347995808,0.225254375320907,0.397202149932017,-0.754444109635976,-0.316932826666242,yes,2
ENSMUSG00000066324,Bpnt2,242291,4,4762484,4793355,0.00966411131620222,0.646416875858703,0.460005756458512,-0.312262960387074,-0.757203793745187,no,2
ENSMUSG00000066415,Msl2,77853,9,100956154,100981999,0.0450007934131837,0.61517152650562,0.450808843911837,-0.444766799689322,-0.648700665325637,no,2
ENSMUSG00000066440,Zfyve26,211978,12,79279120,79343078,0.161922765969365,0.311049346475819,0.710801440023017,-0.738273465590829,-0.541021382481618,no,2
ENSMUSG00000066456,Hmgn3,94353,9,82992001,83028738,-0.0499525121598378,-0.119194660727065,-0.597703749183763,0.0895789237524934,0.704803494044103,no,1
ENSMUSG00000066551,Hmgb1,15289,5,148983512,149121299,-0.212966106479405,-0.588831703624137,-0.23300065022153,0.606394986406809,0.539058745142526,no,1
ENSMUSG00000066607,Insyn1,319477,9,58395886,58407063,-0.0416948335279926,-0.875547620333337,-0.260204785864173,0.762852295466369,0.37290376771084,no,1
ENSMUSG00000066640,Fbxl18,231863,5,142852701,142881176,0.27429714247711,0.429054963257882,0.494836559897377,-0.901382100005021,-0.466774842213716,no,2
ENSMUSG00000066798,Zbtb6,241322,2,37315512,37333183,-0.0206912786733835,0.498161330633097,0.47252807358799,-0.205323896353224,-0.68764232596985,no,2
ENSMUSG00000066839,Ecsit,26940,9,21983542,21996734,-0.211026759680061,-0.559764383838588,-0.341977545780479,0.981679227849601,0.242712499223038,no,1
ENSMUSG00000066842,Hmcn1,545370,1,150438275,150869186,0.304611874570779,0.430015272737663,0.238718507261617,-0.40133567472112,-0.764634279715546,no,2
ENSMUSG00000067028,Cntnap5b,241175,1,99700490,100413667,0.0732406701355671,0.644143306271082,0.670993492473992,-0.917056333133047,-0.47257302949346,no,2
ENSMUSG00000067038,Rps12-ps3,NA,19,59310803,59311198,-0.263600292970493,-0.216173858307183,-0.0235551530504694,0.574506037535033,0.108508998328761,no,1
ENSMUSG00000067194,Eif1ax,66235,X,158155174,158172924,-0.039661694872228,0.51913832189663,0.504485387870069,-0.337913144780687,-0.573041072134805,no,2
ENSMUSG00000067212,H2-T23,15040,17,36340665,36343747,0.023978646574833,-0.894384044949564,-0.0476716890414606,0.330785401272521,0.494775697466897,no,1
ENSMUSG00000067274,Rplp0,11837,5,115697526,115701786,-0.19312198525329,-0.761307691591125,-0.41545590689824,0.896360531795127,0.554924233254861,no,1
ENSMUSG00000067288,Rps28,54127,17,34038001,34043536,-0.129303782138015,-0.154923505917455,-0.545402899732418,0.217245093408349,0.696452638823276,no,1
ENSMUSG00000067336,Bmpr2,12168,1,59802559,59918173,0.0464814185246923,0.68824454421228,0.512108159509302,-0.50256369245187,-0.721777781670225,no,2
ENSMUSG00000067713,Prkag1,19082,15,98710678,98729402,-0.0574395816742593,-0.741867611693711,-0.410942905341304,0.918976455590027,0.272531028400447,no,1
ENSMUSG00000067719,Gm10221,NA,5,24786552,24786860,0.101111919117227,-0.494444929086204,-0.572173073016759,0.337690275316245,0.510778124241055,no,1
ENSMUSG00000067771,Pwwp4a,574404,X,72160653,72172868,-0.239872083201425,0.623867752035928,0.0550224683607198,-0.628846146333619,0.421721050875862,no,2
ENSMUSG00000067780,Pi15,94227,1,17672125,17701163,0.249604137787038,0.499023936854133,0.242934975632674,-0.364148071342114,-0.773032754200853,no,2
ENSMUSG00000067786,Nnat,18111,2,157401998,157404442,-0.1533658007319,-0.000730627384795647,-0.642941965187909,0.255064123663024,0.656937734575163,no,1
ENSMUSG00000067851,Arfgef1,211673,1,10207796,10302895,-0.0059444647665318,0.767135374609776,0.576252559630565,-0.584373124133436,-0.684684048881255,no,2
ENSMUSG00000067889,Sptbn2,20743,19,4761195,4802388,-0.00811189046766295,0.259103828503566,0.631415037797829,-0.601238175559027,-0.253492896715214,no,2
ENSMUSG00000067924,Rtl8b,553127,X,52671144,52672375,-0.0995051674141246,-0.620467523348361,-0.356928785065414,0.962049379909992,0.137775344532873,no,1
ENSMUSG00000067925,Rtl8a,66158,X,52644455,52645649,-0.117015493988793,-0.68727738956325,-0.608374464621961,0.834739865404152,0.608415987464618,no,1
ENSMUSG00000068039,Tcp1,21454,17,13134588,13143954,0.0170453538270343,-0.0812325214253491,-0.46162117408895,0.332469064148016,0.173785885383557,no,1
ENSMUSG00000068040,Tm9sf4,99237,2,153003223,153052386,0.170665613922977,0.552413778917404,0.347759556385354,-0.589074972669203,-0.563728705422522,no,2
ENSMUSG00000068141,Gm10232,NA,17,3094289,3095008,0.0409434142912051,-0.0557181176849811,-0.820959222141718,0.12547653953491,0.674906648808273,no,1
ENSMUSG00000068205,Macrod2,72899,2,140237229,142234886,-0.201484348467179,0.955576369535204,0.0989379000483703,-0.495194522994964,-0.127090772643143,no,2
ENSMUSG00000068267,Cenpb,12616,2,131017102,131021987,-0.101092352277844,-0.744587934346359,-0.238296244547826,0.627138813835637,0.470607987016124,no,1
ENSMUSG00000068284,Usf3,207806,16,43993609,44047828,0.115946876219416,0.669198437656961,0.51625476373067,-0.791728894776414,-0.540864803523756,no,2
ENSMUSG00000068290,Ddrgk1,77006,2,130495880,130506579,-0.066766289039299,-0.797807976338512,-0.356817573601615,0.821902361564113,0.383080196166601,no,1
ENSMUSG00000068328,Aup1,11993,6,83031502,83034789,-0.0834939944965706,-0.620471713668107,-0.443965007030314,0.732283376901335,0.42656185802697,no,1
ENSMUSG00000068329,Htra2,64704,6,83028247,83032254,-0.188784152079936,-0.413885620545715,-0.412921098626492,0.450198007660248,0.672490509273042,no,1
ENSMUSG00000068373,D430041D05Rik,241589,2,103973418,104241358,0.00610097440529162,0.69299864426018,0.691431764136296,-0.891635985224443,-0.445721241359538,yes,2
ENSMUSG00000068522,Aard,239435,15,51903503,51909118,0.432185172325535,-0.471957561996295,-0.617193221889097,0.423824129624829,-0.130327194142087,no,1
ENSMUSG00000068523,Gng5,14707,3,146205562,146211327,-0.215765325853213,-0.594562592746635,-0.251328761418375,0.80111803013109,0.372815761548163,no,1
ENSMUSG00000068580,Zfyve19,72008,2,119039098,119047530,-0.0465404098582501,-0.583482699472985,-0.574435596191848,0.598097046953277,0.592643407674136,no,1
ENSMUSG00000068663,Clec16a,74374,16,10363203,10562742,-0.00373978759452094,0.337413445827027,0.661614572991197,-0.608877454243587,-0.355488149131757,no,2
ENSMUSG00000068739,Sars1,20226,3,108332181,108352525,-0.0512118001996979,-0.527808710391049,-0.450332819725406,0.880121932468647,0.143656188798061,no,1
ENSMUSG00000068740,Celsr2,53883,3,108298167,108323383,0.121877786281451,0.745807466571546,0.383581865898842,-0.744848200435982,-0.535676635812688,no,2
ENSMUSG00000068742,Cry2,12953,2,92233991,92264388,0.0730414387143396,0.591921334000096,0.0639124721690847,-0.818998294294195,0.0846687482081886,no,2
ENSMUSG00000068747,Sort1,20661,3,108191398,108268827,0.000297068529534922,0.735367324113517,0.430648977201966,-0.623617625636894,-0.481637935262546,no,2
ENSMUSG00000068748,Ptprz1,19283,6,22875501,23052915,0.0910309845774661,0.898002075181228,0.393840810848627,-0.670707557316007,-0.705606045459419,yes,2
ENSMUSG00000068749,Psma5,26442,3,108164242,108187290,-0.105239628108696,-0.207986737600342,-0.546275723333699,0.483755197208258,0.437344384782499,no,1
ENSMUSG00000068798,Rap1a,109905,3,105634583,105708652,-0.068085259980871,-0.072260230488828,-0.535160229232085,0.770695555727546,-0.0501475769142471,no,1
ENSMUSG00000068856,Sf3b4,107701,3,96079648,96084880,-0.159097370534209,-0.692115896059005,-0.210266546787022,1.14045841132155,-0.017331894712212,no,1
ENSMUSG00000068921,Dap3,65111,3,88828110,88858488,-0.2187613768158,-0.272118633619053,-0.459137576034852,0.797777858056646,0.293634208223287,yes,1
ENSMUSG00000068966,Zbtb34,241311,2,33296120,33321336,0.166748825468459,0.51784651925145,0.413238786752046,-0.882077639704115,-0.297664234264872,no,2
ENSMUSG00000069041,Slc25a31,73333,3,40663285,40680527,-0.0954999578066326,0.154069896885201,-0.511456119770406,0.775960549613215,-0.238610242492338,no,1
ENSMUSG00000069072,Slc7a14,241919,3,31257007,31364527,0.0867262787306249,0.793650744159118,0.500553986693724,-0.557566862290353,-0.822271294327817,no,2
ENSMUSG00000069089,Cdk7,12572,13,100839139,100867447,-0.0469243924701982,0.511945754359992,0.674455041575632,-0.691354038376884,-0.370266924539166,no,2
ENSMUSG00000069114,Zbtb10,229055,3,9315662,9350393,0.144723047199223,0.317121631983736,0.518161593788907,-0.453601965224515,-0.608519790481408,no,2
ENSMUSG00000069539,Scyl2,213326,10,89474583,89522147,0.101687980606127,0.828481447535501,0.189188451679913,-0.797592015102839,-0.328991729545353,no,2
ENSMUSG00000069601,Ank3,11735,10,69234603,69863268,0.149738450418541,0.7188531209031,0.547464758977946,-0.770940569213505,-0.697515172158072,yes,2
ENSMUSG00000069682,Gm10275,NA,10,29574792,29575286,-0.0766797632536815,-0.483759498684086,-0.221740833662455,0.492947601207837,0.306429025275753,no,1
ENSMUSG00000069729,Arid1b,239985,17,5044607,5397931,0.101879359985718,0.581431406312167,0.588463832685107,-0.59951818094354,-0.70021332083607,no,2
ENSMUSG00000069744,Psmb3,26446,11,97594225,97604326,-0.119182738800378,-0.525270600026648,-0.593460973893884,0.762485082322872,0.521043734496204,no,1
ENSMUSG00000069769,Msi2,76626,11,88230208,88609339,0.161352776479145,0.626825879167423,0.392976405600119,-0.718005596171158,-0.531928557504273,no,2
ENSMUSG00000069895,Atxn1l,52335,8,110453083,110464371,0.16439797665306,0.801415129705367,0.260585824180557,-0.842289440864225,-0.440623378022637,no,2
ENSMUSG00000069917,Hba-a2,110257,11,32246489,32247298,-0.257358788109921,0.884183240305607,0.513205104674471,-0.603737489649295,-0.269591039446297,no,2
ENSMUSG00000069919,Hba-a1,15122,11,32233511,32234465,-0.169796765429158,0.980475901956873,0.42625036020323,-0.674687338315003,-0.35318825918099,no,2
ENSMUSG00000070003,Ssbp4,76900,8,71050140,71061522,-0.297861010486945,-0.467522789475392,-0.289575849299767,0.78370017828204,0.455694996389084,no,1
ENSMUSG00000070047,Fat1,14107,8,45388484,45505294,0.230155337282255,0.377784999039727,0.556955350411804,-0.684060572408097,-0.621969534033989,no,2
ENSMUSG00000070056,Mfhas1,52065,8,36054952,36146603,0.134549508456613,0.347099667430618,0.461829832435575,-0.662425278175975,-0.353040889203361,no,2
ENSMUSG00000070283,Ndufaf3,66706,9,108442736,108444633,-0.203390062270853,-0.389062542708288,-0.397266470743076,0.593357226823322,0.516482517042819,no,1
ENSMUSG00000070304,Scn2b,72821,9,45029080,45041368,0.0723869118190265,0.43854457520503,0.758011810955714,-0.901740824365602,-0.384947276211329,no,2
ENSMUSG00000070319,Eif3g,53356,9,20805645,20809919,-0.200870452975694,-0.566491509611057,-0.362211961221544,0.734350947131894,0.498668190607435,no,1
ENSMUSG00000070343,Gm10288,NA,3,146544566,146545102,-0.231802464194409,-0.262027122426246,-0.205656206009118,0.189330244450346,0.662171802789775,no,1
ENSMUSG00000070348,Ccnd1,12443,7,144483668,144493662,-0.262031027208617,1.07253385215743,-0.0245641322427557,-0.31959600951673,-0.180441591769911,no,2
ENSMUSG00000070368,Prok1,246691,3,107140113,107147023,-0.302010778064145,0.297313948138342,-0.601513878037505,0.623323484765563,0.234171469090835,no,1
ENSMUSG00000070394,Tmem256,69186,11,69729340,69730444,-0.23210762493241,-0.401575192413589,-0.455326674274067,0.356096634258227,0.873528976693353,no,1
ENSMUSG00000070493,Chchd2,14004,5,129909997,129916311,-0.117301884933802,-0.437362034124685,-0.559006214366802,0.703877983758798,0.461321727189726,no,1
ENSMUSG00000070565,Rasal2,226525,1,156962752,157240165,-0.0229810030658693,0.727717939699883,0.523436852567374,-0.683921592431288,-0.466373282829013,no,2
ENSMUSG00000070639,Lrrc8b,433926,5,105563641,105637940,-0.0402820003705468,0.627553710686012,0.48652608762742,-0.493055572276001,-0.498234582831787,no,2
ENSMUSG00000070695,Cntnap5a,636808,1,115612486,116515053,-0.0324555332249983,0.91259436739216,0.362101768736432,-0.715134649967958,-0.426714772400903,no,2
ENSMUSG00000070709,Zfp974,73430,7,27606817,27628885,-0.072038034704738,0.547481004873199,0.485851706667834,-0.445486139311106,-0.416156594423941,no,2
ENSMUSG00000070733,Fryl,72313,5,73177330,73413962,0.18275073380105,0.701856075970245,0.265262269637652,-0.557048179113085,-0.671395944315802,no,2
ENSMUSG00000070953,Rabepk,227746,2,34667568,34689924,0.058718175713056,-0.522925741631643,-0.453784031046756,0.391541795424262,0.438834024620294,no,1
ENSMUSG00000071014,Ndufb6,230075,4,40270591,40279421,-0.202732974264768,-0.306441446322077,-0.470177733639722,0.546125139156448,0.559739958575195,no,1
ENSMUSG00000071073,Lrrc73,224813,17,46564457,46568241,-0.283358189113898,-0.477200829492067,-0.147761618867121,0.331914523958085,0.749158019559369,no,1
ENSMUSG00000071076,Jund,16478,8,71151599,71153265,-0.237035300094718,-0.339526525374941,-0.438980734271188,0.672047273159805,0.492977884537428,no,1
ENSMUSG00000071347,C1qtnf9,239126,14,61005583,61018318,-0.306526387580341,0.0630430443336683,0.272425075008531,0.750520542391048,-0.544313896439911,no,1
ENSMUSG00000071359,Tbpl1,237336,10,22579778,22607837,-0.289592081658179,-0.497409695234406,-0.0187923648871986,0.267364383684798,0.7141730114024,no,1
ENSMUSG00000071415,Rpl23,65019,11,97668353,97673263,-0.129211002786387,-0.406332164085464,-0.578337185591224,0.518967630810195,0.657959960068931,no,1
ENSMUSG00000071451,Psmg4,69666,13,34346947,34362156,0.0158584536106122,-0.644332567055033,-0.661517007120271,0.403889557689863,0.820513342078906,no,1
ENSMUSG00000071456,1110002L01Rik,100043040,12,3453878,3477553,-0.248340665112972,-0.965020763713451,-0.0728611076380469,0.576399613528821,0.815660024794247,no,1
ENSMUSG00000071528,Atp5mk,66477,19,47071903,47079086,-0.120971347305841,-0.141748373836459,-0.552905761812288,0.240964600886902,0.653577028060825,no,1
ENSMUSG00000071547,Nt5dc2,70021,14,30853010,30861081,0.0680037550349647,-0.49382633044323,-0.614747669084173,0.526371414232552,0.422043819780039,no,1
ENSMUSG00000071644,Eef1g,67160,19,8944405,8955843,-0.125030104528376,-0.572426262564093,-0.519271443350784,0.831426244372001,0.431371955920495,no,1
ENSMUSG00000071649,B3gat3,72727,19,8897738,8904600,-0.171102510961112,-0.463917649154043,-0.400052728307188,0.762239005224378,0.362500962322675,no,1
ENSMUSG00000071655,Ubxn1,225896,19,8848860,8853227,-0.0590683844410936,-0.754970530166959,-0.464036608913922,0.781265319613601,0.478197281391871,no,1
ENSMUSG00000071658,Gng3,14704,19,8814297,8816558,-0.135829819060673,-0.616481659590075,-0.516715030848785,0.754638386604693,0.564887015557849,no,1
ENSMUSG00000071669,Snx29,74478,16,11140772,11573336,-0.126424993083931,0.805886533531237,0.396932443207418,-0.410785732711307,-0.503632295002851,no,2
ENSMUSG00000071745,Pwwp4b,574405,X,72180838,72193056,0.208857868104081,-0.956309546294157,-0.247580881957614,0.685166471222068,0.0735302256564297,no,1
ENSMUSG00000071793,2610005L07Rik,NA,8,20030715,20045888,0.124268724398648,0.729137460677262,0.404486048359266,-0.812174016029524,-0.478158305648135,no,2
ENSMUSG00000071796,6820431F20Rik,NA,8,20158014,20178667,0.0685965967507642,0.713986606979065,0.258529690782682,-0.89642610546943,-0.136635352691248,no,2
ENSMUSG00000071866,Ppia,268373,11,6365443,6369817,-0.121825343827979,-0.333521606963813,-0.531319728765527,0.495428073617136,0.554814146564132,no,1
ENSMUSG00000072235,Tuba1a,22142,15,98847718,98851584,-0.210677754562733,-0.472690202303244,-0.641618706877642,0.943743280930478,0.499860848543315,no,1
ENSMUSG00000072294,Klf12,16597,14,100108068,100522115,0.0957698279182421,0.788280306066385,0.541510251504287,-0.723719875910695,-0.707977855011385,no,2
NA,NA,NA,NA,NA,NA,0.154119198800004,-0.664227599507511,-0.413853657524244,0.354033326590062,0.398987032582715,no,1
ENSMUSG00000072692,Rpl37rt,NA,5,115241287,115241580,-0.0320995057855666,-0.584706765806622,-0.515903596056219,0.443740997695992,0.664317935474367,no,1
ENSMUSG00000072694,1500011B03Rik,66236,5,114946257,114961529,-0.190065681366601,-0.56048997501382,-0.340796873057172,0.854548019523787,0.332646273020938,no,1
ENSMUSG00000072772,Grcc10,14790,6,124716146,124718337,-0.157881430323188,-0.571803889930303,-0.360936330392362,0.634957813689026,0.526424585538356,no,1
ENSMUSG00000072825,Cep170b,217882,12,112686889,112713026,0.0982315815178068,0.497370481766413,0.308710887295332,-0.404399644970075,-0.532139451600688,yes,2
ENSMUSG00000072949,Acot1,26897,12,84056264,84065145,-0.108117586335979,-0.562401624505895,-0.494090306785889,0.267254853868563,0.93157605146905,no,1
ENSMUSG00000073016,Uprt,331487,X,103526424,103551096,0.091375423013268,0.833793521349881,0.510549741070854,-0.741291029512086,-0.693476429735998,no,2
ENSMUSG00000073062,Zxdb,668166,X,93768175,93773793,0.0126863591741444,0.528080711549829,0.393177494808056,-0.177668766206076,-0.721783842744032,no,2
ENSMUSG00000073139,Tmem185a,236848,X,69503359,69520786,-0.258151174377529,-0.580827966399859,-0.0915286397094016,0.42564911377318,0.650069716963523,no,1
ENSMUSG00000073422,Hsd17b8,14979,17,34245007,34247034,-0.125053923746484,-0.669382958890888,-0.220412247747518,0.716162505171202,0.336695154782595,no,1
ENSMUSG00000073433,Arhgdig,14570,17,26418157,26426760,-0.25903985018677,-0.330033417158676,-0.569950298528591,0.686475765754204,0.63932490299676,no,1
ENSMUSG00000073468,Sft2d1,106489,17,8529934,8546274,-0.243050712604373,0.552143064786874,-0.654569815044374,0.239817348028436,0.333960071352454,no,1
ENSMUSG00000073481,Mtarc2,67247,1,184545265,184578648,-0.165029530429845,-0.465335757256058,-0.318022612846429,0.192676289089769,0.840705779493557,no,1
ENSMUSG00000073514,Dok6,623279,18,89310548,89787652,-0.00599214611696205,0.798777162081844,0.310808583149342,-0.511421130466237,-0.521113595553419,no,2
ENSMUSG00000073590,3222401L13Rik,NA,18,37788504,37794795,0.574832361977746,-0.297193740769349,0.190538575577603,-0.282346855913752,-0.641720757419524,no,2
ENSMUSG00000073594,Gm10545,NA,18,37141921,37153732,0.356138533073123,0.461256975645109,-0.134379045935922,-0.278384587437478,-0.633297693845888,no,2
ENSMUSG00000073616,Cops9,66915,1,92564867,92569707,-0.0383448709113808,-0.290734214163405,-0.498114592780139,0.22426707064866,0.607457409209563,no,1
ENSMUSG00000073656,Gm10558,NA,1,66361435,66367955,0.348060947147003,-0.443370624296247,-0.746052042385517,0.124545752605573,0.418822704544244,no,1
ENSMUSG00000073664,Nbeal1,269198,1,60219758,60377487,0.117401463517605,0.632504059063759,0.354042765345447,-0.460985818329122,-0.678304895647258,no,2
ENSMUSG00000073676,Hspe1,15528,1,55127291,55130466,-0.0862212886853125,-0.177720230375835,-0.626081085052408,0.388303084153716,0.551575467275946,no,1
ENSMUSG00000073678,Pgap1,241062,1,54512153,54596843,0.176529904796725,0.870446996024559,0.160892058205504,-0.642064456036508,-0.625664681919206,no,2
ENSMUSG00000073702,Rpl31,114641,1,39406923,39410992,-0.195638263860232,-0.348146791557624,-0.582016352618373,0.495004799933618,0.748513073368035,no,1
ENSMUSG00000073716,Gm13241,NA,4,146559789,146560568,-0.383040439002522,-0.0792011011013995,0.757559249943252,-0.317531744632099,0.302894272286334,no,2
ENSMUSG00000073725,Lmbrd1,68421,1,24717711,24805382,0.0773230216139054,0.715259800230494,0.464750341056783,-0.488803914825698,-0.76691653093348,no,2
ENSMUSG00000073728,Tmem51os1,100038693,4,141811283,141815410,-0.179634905921124,-0.111115295118858,0.853380284069458,0.152298817418115,-0.589462328933408,no,2
ENSMUSG00000073838,Tufm,233870,7,126086533,126089903,-0.226814815451154,-0.69011851923678,-0.23020752730238,0.850540774057838,0.409201322917768,yes,1
ENSMUSG00000073889,Il11ra1,16157,4,41699989,41769474,0.0592154943577634,-0.891696206667,-0.198189463695456,0.496538361455137,0.41541217655892,no,1
ENSMUSG00000073940,Hbb-bt,101488143,7,103461731,103463203,-0.148656202944852,0.796241896494546,0.452693424566649,-0.586098751527662,-0.336334723005488,no,2
ENSMUSG00000074030,Exoc8,102058,8,125619847,125624444,0.0687461852009987,0.765713730716372,0.231137289209811,-0.568151575703095,-0.48519579076491,no,2
ENSMUSG00000074064,Mlycd,56690,8,120121617,120137841,-0.214589591414312,-0.735660296901185,0.0175620939079125,0.799095304883239,0.233229658343319,no,1
ENSMUSG00000074093,Svip,75744,7,51646919,51655766,-0.0382805752217324,0.440057767516069,0.266873332613275,0.261487358469449,-0.864755971334426,no,2
ENSMUSG00000074102,Rbm15b,109095,9,106758117,106764627,-0.497197526346893,0.140676934498696,-0.259528108679023,0.416597049567555,0.5840728735947,no,1
ENSMUSG00000074129,Rpl13a,22121,7,44774982,44778185,-0.147458745444154,-0.525901184082925,-0.630780109424814,0.765302043460392,0.605606955900948,no,1
